ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0269,Backup job failed overnight,Scheduled backup for SRV-70 failed at 11:40. Backup logs show timeout after 117 minutes. Data not protected.,Infrastructure,Medium,resolved,Investigated backup failure root cause: network timeout. Extended backup timeout parameter and re-ran backup job successfully. Added monitoring alert.,2024-06-20T00:48:00,2024-06-20T13:48:00,Agent_B
TKT-0270,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-2. Services affected.,Network,High,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-03-13T22:17:00,2024-03-14T00:17:00,Agent_E
TKT-0271,Table lock causing deadlock,Deadlock detected in PRODDB01 on table invoices. 236 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-07-20T02:37:00,2024-07-20T03:37:00,Agent_B
TKT-0273,CSV import failing,Data import tool fails when processing CSV files larger than 11MB. Memory exception in logs.,Application,High,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-06-09T13:07:00,2024-06-09T19:07:00,Agent_C
TKT-0274,Database backup failed,Nightly backup of PRODDB01 database failed. Backup logs show insufficient disk space on backup server.,Database,Low,resolved,Manual backup triggered after expanding backup storage by 500GB. Verified backup integrity. Automated daily backups re-enabled with increased storage threshold.,2024-12-26T22:38:00,2024-12-28T23:38:00,Agent_B
TKT-0275,Backup job failed overnight,Scheduled backup for SRV-46 failed at 12:32. Backup logs show timeout after 16 minutes. Data not protected.,Infrastructure,Medium,resolved,Investigated backup failure root cause: network timeout. Extended backup timeout parameter and re-ran backup job successfully. Added monitoring alert.,2024-03-30T00:25:00,2024-03-30T21:25:00,Agent_A
TKT-0277,Bandwidth saturation on WAN link,WAN link to branch Mumbai saturated at 77% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-11-26T14:51:00,2024-11-26T17:51:00,Agent_A
TKT-0278,Disk space running low on server,File server SVR-11 disk usage at 76%. Approaching capacity. Archive or expand needed.,Infrastructure,Low,resolved,Archived old log files and temporary data. Freed 320GB. Sent capacity report to management for storage expansion planning.,2024-07-21T15:01:00,2024-07-22T21:01:00,Agent_C
TKT-0279,Report generation failing,Monthly Compliance report fails to generate. Process hangs at 83% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-11-10T19:39:00,2024-11-11T19:39:00,Agent_D
TKT-0280,Database user permissions mismatch,Application service account svc_app missing SELECT permission on new employees table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-04-12T20:56:00,2024-04-13T20:56:00,Agent_D
TKT-0281,Password reset request,User raj.kumar locked out of account after 247 failed attempts. Needs password reset with identity verification.,Access Management,Low,resolved,Verified user identity via manager confirmation and security questions. Reset password and unlocked account. Notified user via alternate contact method.,2024-10-16T16:20:00,2024-10-17T23:20:00,Agent_A
TKT-0282,Password policy compliance issue,Audit found 114 user accounts not compliant with new password policy. Force reset required.,Security,Medium,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-08-29T16:22:00,2024-08-30T01:22:00,Agent_B
TKT-0285,Application license expired,License for ServiceNow expired on 2025-03-16. Users getting license error. Need renewal or temp key.,Application,High,resolved,Contacted vendor support. Received 90-day emergency license extension. Submitted formal renewal order through procurement. Users back to normal.,2024-04-22T00:33:00,2024-04-22T08:33:00,Agent_E
TKT-0287,Wi-Fi dead zone in conference room,Conference room A-195 has no Wi-Fi coverage. AP-94 appears offline. Meeting disruptions daily.,Network,Low,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-06-03T10:08:00,2024-06-06T08:08:00,Agent_C
TKT-0292,Firewall rule review needed,"Quarterly firewall audit found 404 outdated rules allowing unnecessary inbound traffic on ports 8104, 48237.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-08-02T05:56:00,2024-08-03T00:56:00,Agent_C
TKT-0294,Data center cooling alert,Cooling system in DC-1 reporting high temperature warning. Room temp at 33°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-06-24T05:56:00,2024-06-24T12:56:00,Agent_E
TKT-0297,Hardware failure on blade server,Blade server BLD-16 in chassis CH-3 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-05-30T21:40:00,2024-05-31T05:40:00,Agent_A
TKT-0298,Report generation failing,Monthly Compliance report fails to generate. Process hangs at 95% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-02-29T09:50:00,2024-03-01T04:50:00,Agent_C
TKT-0299,Physical server needs RAM upgrade,"Server SRV-50 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Medium,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-08-16T01:16:00,2024-08-16T19:16:00,Agent_B
TKT-0301,Hardware failure on blade server,Blade server BLD-14 in chassis CH-8 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-06-02T02:25:00,2024-06-02T03:25:00,Agent_A
TKT-0302,Replication lag detected,Database replication lag on HRDB slave is 7 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-08-04T02:43:00,2024-08-04T12:43:00,Agent_E
TKT-0303,Data breach notification received,Third-party vendor Salesforce notified of data breach potentially affecting 468 user records.,Security,Low,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-06-15T08:33:00,2024-06-17T21:33:00,Agent_A
TKT-0305,VPN security patch needed,Critical security patch CVE-2024-84976 available for VPN gateway. Exploitation in wild reported.,Security,High,resolved,Applied VPN gateway security patch in emergency maintenance window. Verified patch integrity via vendor hash. Restarted services. No exploitation detected.,2024-05-21T12:09:00,2024-05-21T19:09:00,Agent_C
TKT-0307,Query performance degradation,Critical report query in FINDB taking 39 minutes vs previous 6 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-06-13T08:46:00,2024-06-13T15:46:00,Agent_B
TKT-0309,Antivirus definitions outdated,Symantec AV definitions on 208 endpoints are 18 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-10-18T00:11:00,2024-10-18T15:11:00,Agent_B
TKT-0310,Disk space running low on server,File server SVR-24 disk usage at 76%. Approaching capacity. Archive or expand needed.,Infrastructure,Low,resolved,Archived old log files and temporary data. Freed 320GB. Sent capacity report to management for storage expansion planning.,2024-08-25T16:25:00,2024-08-27T06:25:00,Agent_C
TKT-0311,Statistics need updating,Query optimizer choosing wrong execution plan on ANALYTICSDB. Updating statistics should resolve performance issue.,Database,Medium,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-06-28T11:10:00,2024-06-28T17:10:00,Agent_A
TKT-0312,Database connection pool exhausted,Production DB CRMDB connection pool maxed out at 85 connections. New requests queuing. Service degradation.,Database,High,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-04-23T20:14:00,2024-04-24T00:14:00,Agent_E
TKT-0313,Server down in production,Production server SRV-61 is completely unresponsive. Multiple services affected. CPU usage was at 79% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-01-05T07:16:00,2024-01-05T12:16:00,Agent_D
TKT-0315,Guest user access request,External partner from VendorLtd needs guest access to SharePoint project site for bid preparation.,Access Management,Low,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-02-02T10:17:00,2024-02-04T03:17:00,Agent_C
TKT-0317,Firewall rule review needed,"Quarterly firewall audit found 466 outdated rules allowing unnecessary inbound traffic on ports 28455, 27539.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-12-28T18:52:00,2024-12-29T08:52:00,Agent_E
TKT-0319,Terminated employee access not revoked,Former employee Arjun Mehta account still active 84 days after termination date 2024-11-11. Security risk.,Access Management,High,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-06-06T13:50:00,2024-06-06T19:50:00,Agent_E
TKT-0323,Database backup failed,Nightly backup of HRDB database failed. Backup logs show insufficient disk space on backup server.,Database,Medium,resolved,Manual backup triggered after expanding backup storage by 500GB. Verified backup integrity. Automated daily backups re-enabled with increased storage threshold.,2024-03-22T15:50:00,2024-03-22T23:50:00,Agent_D
TKT-0324,Storage auto-growth disabled,Database ANALYTICSDB log file at 90% capacity with auto-growth disabled. Manual expansion needed.,Database,Low,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-07-10T00:57:00,2024-07-11T08:57:00,Agent_A
TKT-0325,New employee account setup needed,"New hire Karan Shah starting 2024-04-23 needs AD account, email, VPN, and application access per role HR Manager.",Access Management,Medium,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-06-05T05:04:00,2024-06-05T18:04:00,Agent_D
TKT-0327,Database connection pool exhausted,Production DB HRDB connection pool maxed out at 118 connections. New requests queuing. Service degradation.,Database,High,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-01-12T18:32:00,2024-01-12T21:32:00,Agent_A
TKT-0328,Database backup failed,Nightly backup of CRMDB database failed. Backup logs show insufficient disk space on backup server.,Database,Medium,resolved,Manual backup triggered after expanding backup storage by 500GB. Verified backup integrity. Automated daily backups re-enabled with increased storage threshold.,2024-01-25T21:06:00,2024-01-26T02:06:00,Agent_D
TKT-0332,BGP route flapping detected,BGP route flapping detected on ISP link Tata. Packet loss 81% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-12-09T02:58:00,2024-12-09T04:58:00,Agent_B
TKT-0333,Physical server needs RAM upgrade,"Server SRV-10 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-05-11T20:14:00,2024-05-13T13:14:00,Agent_D
TKT-0335,Server down in production,Production server SRV-18 is completely unresponsive. Multiple services affected. CPU usage was at 96% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-08-12T19:17:00,2024-08-12T21:17:00,Agent_B
TKT-0336,Hardware failure on blade server,Blade server BLD-13 in chassis CH-8 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-09-01T13:41:00,2024-09-01T16:41:00,Agent_A
TKT-0337,Slow performance in ERP module,ERP system Inventory module responding slowly. Average response time 20 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-08-12T05:39:00,2024-08-12T20:39:00,Agent_B
TKT-0340,Failed migration rollback needed,Schema migration v15.0 on ANALYTICSDB failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-05-22T01:32:00,2024-05-22T05:32:00,Agent_D
TKT-0341,Slow performance in ERP module,ERP system Inventory module responding slowly. Average response time 16 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-09-12T14:20:00,2024-09-13T09:20:00,Agent_A
TKT-0345,User data not syncing,Data changes in Salesforce not reflecting in Workday. Sync job shows success but data mismatch persists.,Application,High,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-07-20T06:29:00,2024-07-20T10:29:00,Agent_D
TKT-0346,Server reboot required after patch,Patch KB70465703 applied to SRV-16. Server requires reboot to complete patching. Schedule downtime needed.,Infrastructure,Low,resolved,Scheduled reboot during off-peak hours at 11 PM. Coordinated with business stakeholders. Reboot completed successfully in 8 minutes.,2024-09-15T04:31:00,2024-09-15T18:31:00,Agent_E
TKT-0348,Guest user access request,External partner from VendorLtd needs guest access to SharePoint project site for bid preparation.,Access Management,Low,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-11-07T22:48:00,2024-11-10T08:48:00,Agent_C
TKT-0350,CSV import failing,Data import tool fails when processing CSV files larger than 50MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-12-10T04:45:00,2024-12-12T05:45:00,Agent_A
TKT-0352,Server down in production,Production server SRV-49 is completely unresponsive. Multiple services affected. CPU usage was at 79% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-03-23T09:43:00,2024-03-23T14:43:00,Agent_C
TKT-0353,Workflow stuck in pending state,Purchase approval workflow in Salesforce stuck for 185 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-12-11T23:35:00,2024-12-12T23:35:00,Agent_B
TKT-0354,Bandwidth saturation on WAN link,WAN link to branch Mumbai saturated at 97% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-12-16T10:35:00,2024-12-16T11:35:00,Agent_B
TKT-0355,BGP route flapping detected,BGP route flapping detected on ISP link BSNL. Packet loss 82% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-11-04T06:49:00,2024-11-04T10:49:00,Agent_B
TKT-0356,Cannot access shared drive after role change,User jane.doe moved to Finance department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-01-21T13:17:00,2024-01-21T21:17:00,Agent_E
TKT-0358,Terminated employee access not revoked,Former employee Arjun Mehta account still active 46 days after termination date 2025-10-18. Security risk.,Access Management,High,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-04-22T05:33:00,2024-04-22T07:33:00,Agent_D
TKT-0361,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-1. Services affected.,Network,High,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-02-28T12:16:00,2024-02-28T17:16:00,Agent_E
TKT-0364,Table lock causing deadlock,Deadlock detected in PRODDB01 on table customers. 21 transactions rolled back. Application throwing errors.,Database,Medium,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-10-21T07:58:00,2024-10-22T00:58:00,Agent_D
TKT-0365,Access review overdue,Semi-annual access review for HR department overdue by 56 days. Compliance audit approaching.,Access Management,Low,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-01-04T20:46:00,2024-01-05T09:46:00,Agent_A
TKT-0366,Antivirus definitions outdated,Symantec AV definitions on 56 endpoints are 38 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-02-14T09:48:00,2024-02-16T19:48:00,Agent_A
TKT-0368,DHCP scope exhausted,DHCP scope for VLAN 46 exhausted. New devices cannot obtain IP address. BYOD area affected.,Network,High,resolved,Expanded DHCP scope by adding new IP range. Devices now obtaining addresses. Implemented DHCP monitoring to alert at 80% scope utilization.,2024-07-20T17:35:00,2024-07-20T19:35:00,Agent_C
TKT-0369,User data not syncing,Data changes in Oracle EBS not reflecting in ServiceNow. Sync job shows success but data mismatch persists.,Application,High,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-05-09T06:07:00,2024-05-09T09:07:00,Agent_E
TKT-0370,Database user permissions mismatch,Application service account svc_sync missing SELECT permission on new customers table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-04-11T23:37:00,2024-04-12T13:37:00,Agent_B
TKT-0371,Privileged access request for DBA,DBA team member john.smith needs temporary elevated DB access for weekend maintenance window.,Access Management,Medium,resolved,Granted time-limited privileged access via PAM system. Access auto-expires after maintenance window. All privileged actions logged. Access revoked on schedule.,2024-04-09T10:31:00,2024-04-10T00:31:00,Agent_E
TKT-0372,CSV import failing,Data import tool fails when processing CSV files larger than 41MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-08-07T05:00:00,2024-08-08T17:00:00,Agent_D
TKT-0373,Data breach notification received,Third-party vendor Microsoft notified of data breach potentially affecting 70 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-07-02T09:31:00,2024-07-02T11:31:00,Agent_C
TKT-0374,Workflow stuck in pending state,Purchase approval workflow in SAP ERP stuck for 136 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-02-08T00:54:00,2024-02-08T22:54:00,Agent_E
TKT-0376,CSV import failing,Data import tool fails when processing CSV files larger than 23MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-07-22T11:32:00,2024-07-23T16:32:00,Agent_E
TKT-0378,Data center cooling alert,Cooling system in DC-3 reporting high temperature warning. Room temp at 31°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-07-03T12:30:00,2024-07-03T20:30:00,Agent_C
TKT-0380,Intermittent network drops,Users in floor 5 of building Annex experiencing random network disconnects every 76 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-07-26T11:52:00,2024-07-27T06:52:00,Agent_E
TKT-0381,Physical server needs RAM upgrade,"Server SRV-18 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-09-20T20:17:00,2024-09-22T03:17:00,Agent_B
TKT-0383,CSV import failing,Data import tool fails when processing CSV files larger than 15MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-05-04T01:08:00,2024-05-04T14:08:00,Agent_E
TKT-0384,Application crash on login,Users cannot log into SAP ERP. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-07-26T19:36:00,2024-07-26T20:36:00,Agent_B
TKT-0385,Statistics need updating,Query optimizer choosing wrong execution plan on ANALYTICSDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-07-29T19:09:00,2024-07-31T12:09:00,Agent_B
TKT-0386,Password reset request,User alice.chen locked out of account after 474 failed attempts. Needs password reset with identity verification.,Access Management,Low,resolved,Verified user identity via manager confirmation and security questions. Reset password and unlocked account. Notified user via alternate contact method.,2024-07-12T12:08:00,2024-07-13T21:08:00,Agent_E
TKT-0387,Proxy filter blocking legitimate site,Corporate proxy blocking access to github.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-11-10T19:02:00,2024-11-13T16:02:00,Agent_B
TKT-0390,Corrupted data in customer table,467 records in customer table show NULL values in mandatory fields after last migration.,Database,High,resolved,Data corruption traced to failed migration script with incorrect NULL handling. Restored affected records from pre-migration backup. Validated data integrity.,2024-10-05T13:16:00,2024-10-05T17:16:00,Agent_E
TKT-0392,Firewall rule review needed,"Quarterly firewall audit found 439 outdated rules allowing unnecessary inbound traffic on ports 36158, 28782.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-12-14T12:48:00,2024-12-15T05:48:00,Agent_B
TKT-0393,Antivirus definitions outdated,Symantec AV definitions on 286 endpoints are 62 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-06-25T22:25:00,2024-06-27T11:25:00,Agent_D
TKT-0394,MFA not working for remote access,User john.smith unable to complete MFA challenge. Authentication app showing wrong codes. Locked out of VPN.,Access Management,High,resolved,Re-enrolled user in MFA system with new authenticator app. Verified access with test authentication. Provided backup codes. Checked and corrected time sync on user device.,2024-06-22T17:39:00,2024-06-22T18:39:00,Agent_A
TKT-0395,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-D showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-02-02T08:14:00,2024-02-02T14:14:00,Agent_D
TKT-0397,Workflow stuck in pending state,Purchase approval workflow in Jira stuck for 101 requests. Approver receives no notifications.,Application,Low,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-12-23T07:39:00,2024-12-25T13:39:00,Agent_B
TKT-0398,New employee account setup needed,"New hire Neha Gupta starting 2024-02-09 needs AD account, email, VPN, and application access per role HR Manager.",Access Management,Medium,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-04-12T16:00:00,2024-04-12T22:00:00,Agent_E
TKT-0399,Wi-Fi dead zone in conference room,Conference room B-170 has no Wi-Fi coverage. AP-38 appears offline. Meeting disruptions daily.,Network,Low,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-07-25T18:00:00,2024-07-28T06:00:00,Agent_E
TKT-0400,Physical server needs RAM upgrade,"Server SRV-10 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-02-29T16:16:00,2024-03-03T00:16:00,Agent_E
TKT-0402,Hardware failure on blade server,Blade server BLD-8 in chassis CH-4 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-06-29T16:34:00,2024-06-29T17:34:00,Agent_C
TKT-0403,Hardware failure on blade server,Blade server BLD-11 in chassis CH-2 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-06-09T11:13:00,2024-06-09T16:13:00,Agent_D
TKT-0406,USB drive policy violation,Inventory system flagged user raj.kumar using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-09-18T08:25:00,2024-09-19T06:25:00,Agent_A
TKT-0407,Proxy filter blocking legitimate site,Corporate proxy blocking access to stackoverflow.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-06-26T12:55:00,2024-06-27T11:55:00,Agent_E
TKT-0408,Table lock causing deadlock,Deadlock detected in PRODDB01 on table customers. 354 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-02-21T10:23:00,2024-02-21T15:23:00,Agent_B
TKT-0409,USB drive policy violation,Inventory system flagged user raj.kumar using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-08-05T06:26:00,2024-08-05T21:26:00,Agent_C
TKT-0411,Report generation failing,Monthly Financial report fails to generate. Process hangs at 98% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-08-03T15:08:00,2024-08-04T10:08:00,Agent_C
TKT-0412,Load balancer health check failing,Load balancer LB-4 marking backend server SVR-04 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-05-10T15:53:00,2024-05-10T17:53:00,Agent_C
TKT-0413,Data breach notification received,Third-party vendor BizAnalytics notified of data breach potentially affecting 288 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-01-11T13:07:00,2024-01-11T19:07:00,Agent_E
TKT-0414,DHCP scope exhausted,DHCP scope for VLAN 54 exhausted. New devices cannot obtain IP address. BYOD area affected.,Network,Medium,resolved,Expanded DHCP scope by adding new IP range. Devices now obtaining addresses. Implemented DHCP monitoring to alert at 80% scope utilization.,2024-06-15T21:32:00,2024-06-16T15:32:00,Agent_D
TKT-0415,Bandwidth saturation on WAN link,WAN link to branch Delhi saturated at 89% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-06-21T13:40:00,2024-06-21T20:40:00,Agent_B
TKT-0417,BGP route flapping detected,BGP route flapping detected on ISP link Jio. Packet loss 88% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-04-30T21:16:00,2024-04-30T23:16:00,Agent_D
